"","x","y"
"1",80.5666083473402,131.988886833186
"2",103.754778744755,136.345623678188
"3",68.1630770923695,155.850247363289
"4",86.5643336316296,139.348543241335
"5",99.6347757082946,162.799058092077
"6",98.2947519623517,156.798699530652
"7",97.1698491154274,141.094815219037
"8",84.0832901991655,158.792411778549
"9",98.9396825471654,149.322332459598
"10",103.73383124645,157.502004233208
"11",103.878828295523,150.274506761945
"12",97.2152923747853,144.427821624935
"13",85.8156722153806,153.620799617031
"14",83.1902233114234,153.160559865718
"15",91.6969978933477,130.637250373457
"16",97.5723683430078,159.522359233516
"17",91.8711474302929,156.722690389821
"18",95.9220874336368,147.190327361426
"19",63.5309495305255,140.461144893909
"20",82.6702525519755,133.20715176875
"21",94.6881074986189,103.661759081924
"22",93.2693226436386,106.56546345154
"23",96.1409543249829,104.232434118927
"24",87.4806530829493,87.0737198381963
"25",92.8892407583903,97.2598928248576
"26",97.4113893316749,88.3075801847061
"27",89.9977293086324,94.4572140377192
"28",108.630627239963,73.1159221458462
"29",94.1466100599859,92.8780547708592
"30",112.819121903471,100.543485667535
"31",112.508690185568,107.345194359204
"32",100.933376859536,109.019058039959
"33",106.351310026208,95.3250174841135
"34",98.4987305742786,79.2887489543596
"35",107.464473158684,101.847745610294
"36",104.669699556521,97.8769176589959
"37",102.891824056407,105.892668318215
"38",98.5292119620834,101.749274911773
"39",106.644803829408,109.529048261437
"40",114.020391138675,119.410370109276
"41",64.2174748792343,90.2939362715431
"42",47.4113125238305,97.8929956733877
"43",70.4102088450989,90.7111783731435
"44",60.7511925104904,90.6648768953785
"45",55.2949329080384,69.8594471242912
"46",60.5302707071989,77.875380106102
"47",52.1684230863882,74.2784650746606
"48",65.1641134682532,92.1965144974264
"49",59.784016091865,73.8470857044548
"50",53.0005253221872,100.047143187231
"51",69.375135347053,68.7790163708574
"52",75.7119137553146,79.2264701370936
"53",69.1499203566835,70.712044338691
"54",58.6372149895615,66.4233359783849
"55",42.2058600534735,80.8581109202186
"56",52.923597281244,92.3824525788917
"57",45.6754921315167,84.525630443799
"58",52.9176877398789,86.8924941866106
"59",62.5350629653281,74.8822280376206
"60",44.0278665096492,74.7960476536786
